"ENSP","cluster_membership","cluster_size","n.mut.all","n.rare.funcl","n.comm.funcl","n.rare.nonfuncl","n.comm.nonfuncl"
"ENSP00000300291",2,32,11,3,0,8,0
"ENSP00000300408",1,56,18,13,1,4,0
"ENSP00000300408",2,47,12,5,0,7,0
"ENSP00000300408",3,45,20,10,0,10,0
"ENSP00000300408",4,38,12,4,0,8,0
"ENSP00000300408",5,25,5,0,0,5,0
"ENSP00000300408",6,23,9,2,0,6,1
"ENSP00000300408",7,20,5,3,0,2,0
"ENSP00000300408",8,18,3,0,0,3,0
"ENSP00000300413",1,55,6,4,0,2,0
"ENSP00000300413",2,27,6,0,0,6,0
"ENSP00000300413",3,22,3,0,0,3,0
"ENSP00000300413",4,15,1,0,0,1,0
"ENSP00000300452",1,242,108,58,4,45,1
"ENSP00000300452",2,23,11,4,1,6,0
"ENSP00000300504",1,80,33,22,0,11,0
"ENSP00000300504",2,49,14,9,1,4,0
"ENSP00000300504",3,44,14,8,0,6,0
"ENSP00000300504",4,40,15,7,0,7,1
"ENSP00000300504",5,32,16,11,0,5,0
"ENSP00000300504",6,30,11,10,0,1,0
"ENSP00000300504",7,22,7,6,0,1,0
"ENSP00000300504",8,20,10,6,0,3,1
"ENSP00000300504",9,19,8,6,1,1,0
"ENSP00000300605",1,32,13,6,0,7,0
"ENSP00000300605",2,31,10,7,0,3,0
"ENSP00000300605",3,23,7,5,1,1,0
"ENSP00000300605",4,19,7,6,0,1,0
"ENSP00000300605",5,19,6,3,0,3,0
"ENSP00000300605",6,19,3,2,0,1,0
"ENSP00000300605",7,18,7,5,0,2,0
"ENSP00000300605",8,17,8,6,0,2,0
"ENSP00000300605",9,16,9,5,0,4,0
"ENSP00000300605",10,15,4,3,0,1,0
"ENSP00000300605",11,15,6,5,0,1,0
"ENSP00000300605",12,15,6,5,0,1,0
"ENSP00000300605",13,12,7,6,0,1,0
"ENSP00000300605",14,8,3,3,0,0,0
"ENSP00000300658",1,70,27,18,0,9,0
"ENSP00000300658",2,57,24,15,1,8,0
"ENSP00000300658",3,55,17,15,0,1,1
"ENSP00000300658",4,54,20,8,0,12,0
"ENSP00000300658",5,49,14,8,0,6,0
"ENSP00000300658",6,35,13,10,0,3,0
"ENSP00000300688",1,58,31,18,0,13,0
"ENSP00000300688",2,23,7,3,0,4,0
"ENSP00000300688",3,22,9,5,0,4,0
"ENSP00000300692",1,63,28,17,0,11,0
"ENSP00000300692",2,59,20,14,0,6,0
"ENSP00000300692",3,49,19,12,0,7,0
"ENSP00000300747",1,132,45,33,0,11,1
"ENSP00000300747",2,92,34,24,0,10,0
"ENSP00000300747",3,76,35,25,2,8,0
"ENSP00000300747",4,68,34,24,0,10,0
"ENSP00000300747",5,61,28,24,0,4,0
"ENSP00000300747",6,56,29,23,0,6,0
"ENSP00000300762",1,42,14,9,0,5,0
"ENSP00000300762",2,35,13,9,0,4,0
"ENSP00000300762",3,35,12,10,0,2,0
"ENSP00000300762",4,35,11,6,1,4,0
"ENSP00000300762",5,31,15,10,2,2,1
"ENSP00000300762",6,31,13,9,1,3,0
"ENSP00000300762",7,27,10,8,0,2,0
"ENSP00000300762",8,25,10,5,0,5,0
"ENSP00000300773",1,284,153,99,12,36,6
"ENSP00000300773",2,28,15,8,1,6,0
"ENSP00000300778",1,285,149,98,13,35,3
"ENSP00000300778",2,32,16,12,0,3,1
"ENSP00000300784",1,49,24,15,0,9,0
"ENSP00000300784",2,34,15,11,0,2,2
"ENSP00000300784",3,33,17,12,0,5,0
"ENSP00000300784",4,33,11,9,0,2,0
"ENSP00000300784",5,33,7,5,0,2,0
"ENSP00000300784",6,32,18,9,1,8,0
"ENSP00000300784",7,29,9,5,0,4,0
"ENSP00000300784",8,26,8,7,0,1,0
"ENSP00000300784",9,20,13,8,1,4,0
"ENSP00000300784",10,20,5,2,0,3,0
"ENSP00000300873",1,29,11,6,0,4,1
"ENSP00000300873",2,19,8,6,0,2,0
"ENSP00000300873",3,15,5,2,0,3,0
"ENSP00000300873",4,7,4,3,0,1,0
"ENSP00000300900",1,97,53,33,0,20,0
"ENSP00000300900",2,63,32,21,2,9,0
"ENSP00000300900",3,43,16,10,0,6,0
"ENSP00000300900",4,40,21,13,0,7,1
"ENSP00000300900",5,30,17,12,0,5,0
"ENSP00000300900",6,24,5,4,0,1,0
"ENSP00000300900",7,15,5,1,0,4,0
"ENSP00000300935",1,42,11,5,0,6,0
"ENSP00000300935",2,34,13,7,0,6,0
"ENSP00000300935",3,33,10,5,0,5,0
"ENSP00000300935",4,33,11,6,0,4,1
"ENSP00000300935",5,29,10,6,0,4,0
"ENSP00000300935",6,27,9,6,0,3,0
"ENSP00000300935",7,9,2,0,0,1,1
"ENSP00000300954",1,327,166,109,4,49,4
"ENSP00000300954",2,306,151,83,5,60,3
"ENSP00000300954",3,122,55,34,3,17,1
"ENSP00000300976",1,320,148,84,1,61,2
"ENSP00000300976",2,217,108,54,0,52,2
"ENSP00000300976",3,78,37,23,0,14,0
"ENSP00000301012",1,146,80,55,2,22,1
"ENSP00000301012",2,61,34,22,0,11,1
"ENSP00000301012",3,50,27,17,2,7,1
"ENSP00000301012",4,42,21,16,0,5,0
"ENSP00000301012",5,36,24,19,0,5,0
"ENSP00000301012",6,34,13,7,0,6,0
"ENSP00000301012",7,31,15,10,0,5,0
"ENSP00000301046",1,43,13,7,1,5,0
"ENSP00000301046",2,29,9,7,0,2,0
"ENSP00000301046",3,26,6,3,0,2,1
"ENSP00000301046",4,25,3,2,0,1,0
"ENSP00000301046",5,19,8,6,0,2,0
"ENSP00000301050",1,173,64,37,0,25,2
"ENSP00000301050",2,123,47,31,0,16,0
"ENSP00000301050",3,120,38,25,0,13,0
"ENSP00000301050",4,68,27,16,0,10,1
"ENSP00000301061",1,74,33,22,1,10,0
"ENSP00000301061",2,70,18,10,1,7,0
"ENSP00000301061",3,48,15,10,0,5,0
"ENSP00000301061",4,43,19,12,0,7,0
"ENSP00000301061",5,40,15,8,0,6,1
"ENSP00000301061",6,38,15,8,0,6,1
"ENSP00000301061",7,37,12,9,0,3,0
"ENSP00000301061",8,21,10,6,0,4,0
"ENSP00000301061",9,18,10,5,0,5,0
"ENSP00000301068",1,50,15,10,0,5,0
"ENSP00000301068",2,36,9,6,0,3,0
"ENSP00000301068",3,31,11,7,0,4,0
"ENSP00000301068",4,25,7,7,0,0,0
"ENSP00000301068",5,24,7,5,0,2,0
"ENSP00000301068",6,17,6,5,0,1,0
"ENSP00000301141",1,325,161,105,8,41,7
"ENSP00000301141",2,65,27,12,3,8,4
"ENSP00000301141",3,63,28,17,2,5,4
"ENSP00000301141",4,41,1,0,0,1,0
"ENSP00000301146",1,356,174,97,19,48,10
"ENSP00000301146",2,79,14,5,2,7,0
"ENSP00000301146",3,59,32,20,1,11,0
"ENSP00000301149",1,97,40,26,0,13,1
"ENSP00000301149",2,76,41,23,1,16,1
"ENSP00000301149",3,69,36,16,2,18,0
"ENSP00000301149",4,68,28,18,0,7,3
"ENSP00000301149",5,39,13,6,0,7,0
"ENSP00000301159",1,201,75,53,2,19,1
"ENSP00000301159",2,45,18,13,1,4,0
"ENSP00000301202",1,79,23,15,2,6,0
"ENSP00000301202",2,44,23,17,0,6,0
"ENSP00000301202",3,29,15,9,0,6,0
"ENSP00000301244",1,180,65,43,4,18,0
"ENSP00000301244",2,72,27,15,0,12,0
"ENSP00000301258",1,18,8,6,0,2,0
"ENSP00000301258",2,14,6,4,1,1,0
"ENSP00000301258",3,11,8,6,0,2,0
"ENSP00000301258",4,11,5,4,0,1,0
"ENSP00000301258",5,10,0,0,0,0,0
"ENSP00000301258",6,9,5,2,1,1,1
"ENSP00000301258",7,9,5,2,0,3,0
"ENSP00000301258",8,9,8,6,0,2,0
"ENSP00000301258",9,8,3,1,0,2,0
"ENSP00000301258",10,8,6,4,0,1,1
"ENSP00000301258",11,7,2,1,0,1,0
"ENSP00000301281",1,180,112,68,1,42,1
"ENSP00000301281",2,89,48,33,0,14,1
"ENSP00000301281",3,63,28,14,2,11,1
"ENSP00000301281",4,53,27,19,1,7,0
"ENSP00000301281",5,32,21,15,0,5,1
"ENSP00000301281",6,24,16,9,0,7,0
"ENSP00000301327",1,130,85,49,4,30,2
"ENSP00000301327",2,107,35,20,2,12,1
"ENSP00000301327",3,49,24,14,0,10,0
"ENSP00000301327",4,29,4,2,0,2,0
"ENSP00000301327",5,28,7,5,0,2,0
"ENSP00000301327",6,26,6,4,0,2,0
"ENSP00000301327",7,24,0,0,0,0,0
"ENSP00000301327",8,19,13,4,2,4,3
"ENSP00000301328",1,241,112,65,3,41,3
"ENSP00000301328",2,45,19,13,0,6,0
"ENSP00000301328",3,14,1,0,0,1,0
"ENSP00000301328",4,13,6,3,0,3,0
"ENSP00000301391",1,231,118,81,1,34,2
"ENSP00000301391",2,33,16,11,1,4,0
"ENSP00000301420",1,181,78,42,4,30,2
"ENSP00000301420",2,47,24,17,1,6,0
"ENSP00000301420",3,34,11,8,1,2,0
"ENSP00000301452",1,59,33,19,0,14,0
"ENSP00000301452",2,34,15,9,1,5,0
"ENSP00000301452",3,33,13,10,0,3,0
"ENSP00000301452",4,31,16,9,0,6,1
"ENSP00000301452",5,29,13,7,1,5,0
"ENSP00000301452",6,22,6,3,1,1,1
"ENSP00000301452",7,18,4,3,1,0,0
"ENSP00000301452",8,15,6,3,0,3,0
"ENSP00000301452",9,14,7,3,0,4,0
"ENSP00000301452",10,9,5,4,0,1,0
"ENSP00000301455",1,173,93,64,3,22,4
"ENSP00000301455",2,84,34,26,1,6,1
"ENSP00000301455",3,63,23,13,2,8,0
"ENSP00000301455",4,59,24,15,1,8,0
"ENSP00000301455",5,27,7,4,0,3,0
"ENSP00000301457",1,30,19,10,2,7,0
"ENSP00000301457",2,22,14,7,0,7,0
"ENSP00000301457",3,21,12,8,0,4,0
"ENSP00000301457",4,16,7,6,0,1,0
"ENSP00000301457",5,15,8,3,0,3,2
"ENSP00000301457",6,9,5,3,0,2,0
"ENSP00000301464",1,63,15,8,0,6,1
"ENSP00000301464",2,61,8,5,0,3,0
"ENSP00000301464",3,59,28,19,1,8,0
"ENSP00000301464",4,57,23,14,0,8,1
"ENSP00000301522",1,162,66,42,0,24,0
"ENSP00000301522",2,36,12,6,0,6,0
"ENSP00000301529",1,286,133,87,7,36,3
"ENSP00000301529",2,29,17,11,0,6,0
"ENSP00000301532",1,283,130,81,7,37,5
"ENSP00000301532",2,31,14,8,1,5,0
"ENSP00000301587",1,78,25,14,0,11,0
"ENSP00000301587",2,68,24,18,0,5,1
"ENSP00000301587",3,15,3,3,0,0,0
"ENSP00000301633",1,85,35,21,1,11,2
"ENSP00000301633",2,40,16,9,0,7,0
"ENSP00000301633",3,23,13,10,0,3,0
"ENSP00000301633",4,17,5,3,1,1,0
"ENSP00000301645",1,179,70,46,1,23,0
"ENSP00000301645",2,111,41,33,1,7,0
"ENSP00000301645",3,59,30,17,1,11,1
"ENSP00000301645",4,57,24,14,1,8,1
"ENSP00000301645",5,51,17,12,1,4,0
"ENSP00000301645",6,47,19,15,0,4,0
"ENSP00000301656",1,165,73,47,5,21,0
"ENSP00000301656",2,109,49,37,4,8,0
"ENSP00000301656",3,73,33,18,1,13,1
"ENSP00000301656",4,67,35,23,0,12,0
"ENSP00000301656",5,45,18,12,1,5,0
"ENSP00000301659",1,71,24,18,0,5,1
"ENSP00000301659",2,65,18,6,1,10,1
"ENSP00000301659",3,63,31,19,0,12,0
"ENSP00000301659",4,62,26,16,3,7,0
"ENSP00000301659",5,46,21,15,1,5,0
"ENSP00000301659",6,33,14,6,2,6,0
"ENSP00000301659",7,28,11,5,0,3,3
"ENSP00000301659",8,25,7,5,0,2,0
"ENSP00000301659",9,22,8,6,0,2,0
"ENSP00000301659",10,20,8,6,0,2,0
"ENSP00000301659",11,10,7,2,1,4,0
"ENSP00000301678",1,449,217,143,4,64,6
"ENSP00000301678",2,103,55,33,4,18,0
"ENSP00000301724",1,220,112,52,0,58,2
"ENSP00000301724",2,59,37,14,2,21,0
"ENSP00000301724",3,48,18,9,0,9,0
"ENSP00000301729",1,74,41,21,4,16,0
"ENSP00000301729",2,60,37,22,0,15,0
"ENSP00000301729",3,53,6,4,0,1,1
"ENSP00000301729",4,49,22,10,0,12,0
"ENSP00000301729",5,36,20,14,0,6,0
"ENSP00000301729",6,30,16,10,0,6,0
"ENSP00000301761",1,86,34,23,0,11,0
"ENSP00000301761",2,51,26,18,0,8,0
"ENSP00000301761",3,29,14,6,0,8,0
"ENSP00000301776",1,167,71,49,1,20,1
"ENSP00000301776",2,88,39,26,0,12,1
"ENSP00000301776",3,53,27,15,0,10,2
"ENSP00000301838",1,97,40,18,0,20,2
"ENSP00000301838",2,91,41,26,0,15,0
"ENSP00000301838",3,20,8,5,0,3,0
"ENSP00000301891",1,110,57,36,1,19,1
"ENSP00000301891",2,109,46,28,0,18,0
"ENSP00000301891",3,79,30,17,0,13,0
"ENSP00000301891",4,64,27,21,0,6,0
"ENSP00000301891",5,61,29,14,3,11,1
"ENSP00000301891",6,48,16,13,0,2,1
"ENSP00000301891",7,46,18,13,1,4,0
"ENSP00000301891",8,33,20,12,0,8,0
"ENSP00000301917",1,317,122,71,2,47,2
"ENSP00000301917",2,44,12,7,0,5,0
"ENSP00000301924",1,165,85,45,1,37,2
"ENSP00000301924",2,95,41,24,0,16,1
"ENSP00000301924",3,86,47,29,1,15,2
"ENSP00000301924",4,86,42,23,0,19,0
"ENSP00000301924",5,61,28,15,0,12,1
"ENSP00000301939",1,72,27,15,1,10,1
"ENSP00000301939",2,25,11,8,0,3,0
"ENSP00000301939",3,16,5,4,1,0,0
"ENSP00000301974",1,281,97,60,3,33,1
"ENSP00000301974",2,39,22,13,1,8,0
"ENSP00000301974",3,22,6,5,0,1,0
"ENSP00000302046",1,49,26,18,1,6,1
"ENSP00000302046",2,39,13,6,0,7,0
"ENSP00000302046",3,26,8,4,0,4,0
"ENSP00000302046",4,22,9,7,0,2,0
"ENSP00000302046",5,14,7,4,0,3,0
"ENSP00000302057",1,63,32,22,2,8,0
"ENSP00000302057",2,59,24,18,1,4,1
"ENSP00000302057",3,45,26,15,3,6,2
"ENSP00000302057",4,44,17,9,1,6,1
"ENSP00000302057",5,44,19,15,0,2,2
"ENSP00000302057",6,42,23,14,2,6,1
"ENSP00000302057",7,29,14,8,1,5,0
"ENSP00000302057",8,25,12,10,1,1,0
"ENSP00000302057",9,11,7,6,0,1,0
"ENSP00000302079",1,75,34,23,1,10,0
"ENSP00000302079",2,72,31,20,0,11,0
"ENSP00000302079",3,71,26,17,1,7,1
"ENSP00000302079",4,64,28,20,1,6,1
"ENSP00000302079",5,40,15,9,0,6,0
"ENSP00000302079",6,39,18,14,1,3,0
"ENSP00000302079",7,39,17,13,0,4,0
"ENSP00000302079",8,30,13,12,0,1,0
"ENSP00000302079",9,26,11,9,0,2,0
"ENSP00000302079",10,26,9,5,0,4,0
"ENSP00000302105",1,48,24,17,1,6,0
"ENSP00000302105",2,41,18,11,1,5,1
"ENSP00000302105",3,37,22,15,1,5,1
"ENSP00000302105",4,30,19,16,0,3,0
"ENSP00000302105",5,18,7,5,0,2,0
"ENSP00000302111",1,92,47,31,1,14,1
"ENSP00000302111",2,90,43,25,2,16,0
"ENSP00000302111",3,23,9,7,0,2,0
"ENSP00000302111",4,17,9,4,0,5,0
"ENSP00000302111",5,16,7,6,0,0,1
"ENSP00000302114",1,175,53,31,0,21,1
"ENSP00000302114",2,44,15,7,0,7,1
"ENSP00000302150",1,59,25,13,0,12,0
"ENSP00000302150",2,55,22,12,0,9,1
"ENSP00000302150",3,41,15,9,0,6,0
"ENSP00000302150",4,39,13,9,0,3,1
"ENSP00000302150",5,33,13,6,0,6,1
"ENSP00000302160",1,46,13,8,0,5,0
"ENSP00000302160",2,26,14,11,0,3,0
"ENSP00000302160",3,15,9,5,0,3,1
"ENSP00000302160",4,15,4,2,0,2,0
"ENSP00000302166",1,263,72,24,0,47,1
"ENSP00000302166",2,56,22,13,0,9,0
"ENSP00000302166",3,55,27,17,0,10,0
"ENSP00000302189",1,38,16,10,0,6,0
"ENSP00000302189",2,34,11,7,0,4,0
"ENSP00000302189",3,25,9,6,0,3,0
"ENSP00000302189",4,23,10,5,1,4,0
"ENSP00000302189",5,13,2,2,0,0,0
"ENSP00000302199",1,279,116,77,6,30,3
"ENSP00000302199",2,30,9,7,0,2,0
"ENSP00000302232",1,146,67,39,3,23,2
"ENSP00000302232",2,82,39,26,2,11,0
"ENSP00000302232",3,45,23,17,0,5,1
"ENSP00000302232",4,13,7,6,0,1,0
"ENSP00000302234",1,71,36,22,1,13,0
"ENSP00000302234",2,26,15,7,1,7,0
"ENSP00000302289",1,103,33,24,0,9,0
"ENSP00000302289",2,100,42,23,0,19,0
"ENSP00000302289",3,48,13,9,0,4,0
"ENSP00000302289",4,39,11,5,1,4,1
"ENSP00000302289",5,37,16,12,0,4,0
"ENSP00000302324",1,123,62,46,2,14,0
"ENSP00000302324",2,37,17,13,0,4,0
"ENSP00000302393",1,104,51,33,1,15,2
"ENSP00000302393",2,76,41,29,3,8,1
"ENSP00000302393",3,71,36,24,0,11,1
"ENSP00000302393",4,67,37,20,4,11,2
"ENSP00000302393",5,63,35,23,0,11,1
"ENSP00000302413",1,221,74,49,0,25,0
"ENSP00000302413",2,75,25,18,0,7,0
"ENSP00000302413",3,74,27,15,0,12,0
"ENSP00000302422",1,285,146,86,4,52,4
"ENSP00000302422",2,29,15,9,0,6,0
"ENSP00000302437",1,284,125,81,10,29,5
"ENSP00000302437",2,29,12,8,0,3,1
"ENSP00000302441",1,108,33,20,0,13,0
"ENSP00000302441",2,61,31,14,0,16,1
"ENSP00000302441",3,46,19,12,0,7,0
"ENSP00000302441",4,33,15,7,0,8,0
"ENSP00000302476",1,52,22,13,1,8,0
"ENSP00000302476",2,45,17,10,0,7,0
"ENSP00000302476",3,25,9,6,0,3,0
"ENSP00000302476",4,22,9,9,0,0,0
"ENSP00000302476",5,20,9,7,0,1,1
"ENSP00000302476",6,18,7,4,0,3,0
"ENSP00000302478",1,109,43,31,0,11,1
"ENSP00000302478",2,24,5,2,0,3,0
"ENSP00000302548",1,62,32,23,1,8,0
"ENSP00000302548",2,45,18,9,0,9,0
"ENSP00000302548",3,40,17,11,0,6,0
"ENSP00000302548",4,36,15,10,0,4,1
"ENSP00000302548",5,27,9,6,0,3,0
"ENSP00000302548",6,24,14,8,0,6,0
"ENSP00000302548",7,21,10,8,0,2,0
"ENSP00000302569",1,131,56,33,4,18,1
"ENSP00000302569",2,78,30,23,0,7,0
"ENSP00000302569",3,38,17,12,0,5,0
"ENSP00000302599",1,77,21,11,0,10,0
"ENSP00000302599",2,64,19,14,0,5,0
"ENSP00000302599",3,60,12,9,0,3,0
"ENSP00000302599",4,53,12,3,1,8,0
"ENSP00000302599",5,39,11,3,0,8,0
"ENSP00000302599",6,36,15,8,0,7,0
"ENSP00000302599",7,30,8,3,0,5,0
"ENSP00000302606",1,285,141,95,6,39,1
"ENSP00000302606",2,29,11,4,0,7,0
"ENSP00000302620",1,317,141,87,7,43,4
"ENSP00000302620",2,75,40,26,3,11,0
"ENSP00000302621",1,29,12,9,0,3,0
"ENSP00000302621",2,28,20,12,1,6,1
"ENSP00000302621",3,28,14,10,0,4,0
"ENSP00000302621",4,27,12,8,0,3,1
"ENSP00000302621",5,26,13,7,1,5,0
"ENSP00000302621",6,26,16,11,0,4,1
"ENSP00000302621",7,26,13,6,0,7,0
"ENSP00000302621",8,22,9,4,1,4,0
"ENSP00000302621",9,22,7,4,1,2,0
"ENSP00000302621",10,21,10,6,1,3,0
"ENSP00000302621",11,21,15,11,0,4,0
"ENSP00000302621",12,20,11,10,0,1,0
"ENSP00000302621",13,18,10,7,0,3,0
"ENSP00000302621",14,17,13,6,0,6,1
"ENSP00000302621",15,16,7,4,0,3,0
"ENSP00000302639",1,281,135,96,2,33,4
"ENSP00000302639",2,29,16,11,1,3,1
"ENSP00000302676",1,80,24,15,0,9,0
"ENSP00000302676",2,68,21,12,0,9,0
"ENSP00000302676",3,67,15,7,0,7,1
"ENSP00000302676",4,51,9,5,0,4,0
"ENSP00000302676",5,43,15,12,0,3,0
"ENSP00000302676",6,31,12,9,0,3,0
"ENSP00000302676",7,30,5,4,0,1,0
"ENSP00000302676",8,26,4,3,0,1,0
"ENSP00000302676",9,20,4,3,0,1,0
"ENSP00000302676",10,17,6,3,0,3,0
"ENSP00000302707",1,318,141,78,7,50,6
"ENSP00000302707",2,32,11,6,2,3,0
"ENSP00000302728",1,161,51,29,0,21,1
"ENSP00000302728",2,156,71,39,0,32,0
"ENSP00000302728",3,115,41,27,0,11,3
"ENSP00000302728",4,85,32,21,1,10,0
"ENSP00000302728",5,83,34,24,1,8,1
"ENSP00000302728",6,51,24,17,0,6,1
"ENSP00000302783",1,37,10,5,0,5,0
"ENSP00000302783",2,31,18,8,0,10,0
"ENSP00000302783",3,31,12,8,0,4,0
"ENSP00000302783",4,28,12,4,0,8,0
"ENSP00000302783",5,18,8,6,0,2,0
"ENSP00000302805",1,205,96,54,4,34,4
"ENSP00000302805",2,110,47,36,1,10,0
"ENSP00000302805",3,64,21,15,1,4,1
"ENSP00000302805",4,17,10,4,1,4,1
"ENSP00000302811",1,280,130,75,5,48,2
"ENSP00000302811",2,36,21,14,2,5,0
"ENSP00000302811",3,34,6,6,0,0,0
"ENSP00000302833",1,204,90,50,1,36,3
"ENSP00000302833",2,76,24,12,1,10,1
"ENSP00000302833",3,26,11,10,0,1,0
"ENSP00000302836",1,206,88,53,1,31,3
"ENSP00000302836",2,54,19,10,0,9,0
"ENSP00000302843",1,138,43,27,0,15,1
"ENSP00000302843",2,104,45,26,0,18,1
"ENSP00000302843",3,60,25,19,0,6,0
"ENSP00000302843",4,56,21,13,0,8,0
"ENSP00000302846",1,72,23,13,0,9,1
"ENSP00000302846",2,68,17,10,0,7,0
"ENSP00000302846",3,52,18,4,0,13,1
"ENSP00000302846",4,50,14,10,1,3,0
"ENSP00000302846",5,50,19,16,0,3,0
"ENSP00000302846",6,48,20,17,0,3,0
"ENSP00000302846",7,43,11,7,0,4,0
"ENSP00000302846",8,39,13,10,0,3,0
"ENSP00000302846",9,35,13,4,1,7,1
"ENSP00000302846",10,19,5,4,0,1,0
"ENSP00000302846",11,12,3,3,0,0,0
"ENSP00000302867",1,279,121,74,3,38,6
"ENSP00000302867",2,33,15,9,3,3,0
"ENSP00000302886",1,50,10,7,0,3,0
"ENSP00000302886",2,46,12,4,0,7,1
"ENSP00000302886",3,44,9,5,0,4,0
"ENSP00000302886",4,37,7,4,0,3,0
"ENSP00000302886",5,36,5,3,0,2,0
"ENSP00000302886",6,33,3,1,0,2,0
"ENSP00000302886",7,33,9,5,0,4,0
"ENSP00000302886",8,29,4,2,0,2,0
"ENSP00000302886",9,26,5,2,0,3,0
"ENSP00000302886",10,23,6,2,0,4,0
"ENSP00000302886",11,20,5,3,0,2,0
"ENSP00000302886",12,17,5,1,0,4,0
"ENSP00000302896",1,160,39,15,0,21,3
"ENSP00000302896",2,34,12,4,0,8,0
"ENSP00000302898",1,42,18,13,0,5,0
"ENSP00000302898",2,42,14,7,0,7,0
"ENSP00000302898",3,39,15,8,0,7,0
"ENSP00000302898",4,39,16,11,0,5,0
"ENSP00000302898",5,39,9,6,0,3,0
"ENSP00000302898",6,37,14,9,0,5,0
"ENSP00000302898",7,27,15,11,0,3,1
"ENSP00000302898",8,22,11,6,0,4,1
"ENSP00000302898",9,22,8,6,0,2,0
"ENSP00000302938",1,80,28,19,1,7,1
"ENSP00000302938",2,13,8,7,0,1,0
"ENSP00000302967",1,50,17,8,0,9,0
"ENSP00000302967",2,47,13,7,0,6,0
"ENSP00000302967",3,46,9,4,0,5,0
"ENSP00000302967",4,41,13,8,0,4,1
"ENSP00000302967",5,40,9,5,0,4,0
"ENSP00000302967",6,39,6,1,0,5,0
"ENSP00000302967",7,39,5,0,0,5,0
"ENSP00000302967",8,35,12,5,1,6,0
"ENSP00000302967",9,35,10,6,0,4,0
"ENSP00000302967",10,29,14,6,0,8,0
"ENSP00000302967",11,27,5,2,0,2,1
"ENSP00000303028",1,43,19,13,1,5,0
"ENSP00000303028",2,34,15,8,1,5,1
"ENSP00000303028",3,34,17,10,2,4,1
"ENSP00000303028",4,34,17,13,0,4,0
"ENSP00000303028",5,34,12,9,1,2,0
"ENSP00000303028",6,26,10,8,0,2,0
"ENSP00000303028",7,24,11,9,0,2,0
"ENSP00000303057",1,46,22,16,0,5,1
"ENSP00000303057",2,35,14,10,0,4,0
"ENSP00000303057",3,32,9,5,1,3,0
"ENSP00000303057",4,26,12,9,0,2,1
"ENSP00000303057",5,25,13,7,2,4,0
"ENSP00000303057",6,25,9,6,0,3,0
"ENSP00000303057",7,23,10,6,1,3,0
"ENSP00000303070",1,69,32,24,1,7,0
"ENSP00000303070",2,21,15,9,2,4,0
"ENSP00000303076",1,279,127,86,5,34,2
"ENSP00000303076",2,30,14,9,0,5,0
"ENSP00000303077",1,130,61,37,2,20,2
"ENSP00000303077",2,79,39,28,2,9,0
"ENSP00000303077",3,62,24,22,0,2,0
"ENSP00000303077",4,56,21,11,0,9,1
"ENSP00000303077",5,41,22,17,0,4,1
"ENSP00000303077",6,27,9,8,0,1,0
"ENSP00000303077",7,26,9,6,0,3,0
"ENSP00000303088",1,96,41,30,1,9,1
"ENSP00000303088",2,68,29,17,0,10,2
"ENSP00000303088",3,60,26,20,0,6,0
"ENSP00000303088",4,40,16,9,0,6,1
"ENSP00000303088",5,34,17,5,0,12,0
"ENSP00000303088",6,30,9,6,0,3,0
"ENSP00000303088",7,27,14,10,0,3,1
"ENSP00000303088",8,22,4,3,0,1,0
"ENSP00000303088",9,21,11,5,1,5,0
"ENSP00000303096",1,284,123,76,3,38,6
"ENSP00000303096",2,31,12,10,0,2,0
"ENSP00000303129",1,337,157,97,1,54,5
"ENSP00000303129",2,41,10,3,0,7,0
"ENSP00000303129",3,41,20,13,0,5,2
"ENSP00000303145",1,87,20,10,0,9,1
"ENSP00000303145",2,52,17,11,0,6,0
"ENSP00000303145",3,49,11,6,0,5,0
"ENSP00000303145",4,31,13,9,0,4,0
"ENSP00000303147",1,130,32,16,0,16,0
"ENSP00000303147",2,99,20,6,0,12,2
"ENSP00000303147",3,71,16,10,0,6,0
"ENSP00000303147",4,49,8,3,0,5,0
"ENSP00000303147",5,46,12,3,0,9,0
"ENSP00000303149",1,320,85,40,0,44,1
"ENSP00000303149",2,55,12,6,0,6,0
"ENSP00000303151",1,287,121,79,8,31,3
"ENSP00000303151",2,31,15,8,0,5,2
"ENSP00000303174",1,129,55,36,2,15,2
"ENSP00000303174",2,117,43,32,1,8,2
"ENSP00000303174",3,87,45,32,0,12,1
"ENSP00000303174",4,87,35,25,1,8,1
"ENSP00000303174",5,64,26,17,1,8,0
"ENSP00000303174",6,48,13,10,0,3,0
"ENSP00000303206",1,59,32,22,1,9,0
"ENSP00000303206",2,40,18,11,0,7,0
"ENSP00000303206",3,36,16,9,0,6,1
"ENSP00000303206",4,31,18,13,2,2,1
"ENSP00000303211",1,91,36,16,0,19,1
"ENSP00000303211",2,70,34,15,0,18,1
"ENSP00000303211",3,69,18,10,1,6,1
"ENSP00000303211",4,58,19,11,0,8,0
"ENSP00000303211",5,52,19,7,1,11,0
"ENSP00000303211",6,39,15,11,0,4,0
"ENSP00000303211",7,37,12,5,1,6,0
"ENSP00000303211",8,34,15,6,1,8,0
"ENSP00000303211",9,33,11,4,1,6,0
"ENSP00000303211",10,32,14,10,0,4,0
"ENSP00000303211",11,32,9,4,0,5,0
"ENSP00000303211",12,28,7,3,0,4,0
"ENSP00000303211",13,21,4,0,1,3,0
