"ENSG","cluster_membership","cluster_size","n.mut"
"ENSG00000157954",2,55,30
"ENSG00000157954",3,54,22
"ENSG00000157954",4,26,5
"ENSG00000157999",1,388,75
"ENSG00000157999",2,30,5
"ENSG00000158006",1,109,77
"ENSG00000158006",2,83,56
"ENSG00000158006",3,64,54
"ENSG00000158006",4,59,64
"ENSG00000158006",5,40,31
"ENSG00000158006",6,37,33
"ENSG00000158008",1,212,129
"ENSG00000158008",2,200,145
"ENSG00000158008",3,98,57
"ENSG00000158008",4,71,47
"ENSG00000158008",5,50,36
"ENSG00000158008",6,45,33
"ENSG00000158014",1,306,190
"ENSG00000158014",2,66,34
"ENSG00000158019",1,387,179
"ENSG00000158019",2,28,5
"ENSG00000158022",1,179,111
"ENSG00000158022",2,116,79
"ENSG00000158022",3,58,39
"ENSG00000158042",1,126,103
"ENSG00000158042",2,49,35
"ENSG00000158050",1,41,14
"ENSG00000158050",2,32,32
"ENSG00000158050",3,32,10
"ENSG00000158050",4,23,23
"ENSG00000158050",5,23,2
"ENSG00000158050",6,21,30
"ENSG00000158050",7,21,5
"ENSG00000158050",8,20,7
"ENSG00000158050",9,19,0
"ENSG00000158050",10,18,12
"ENSG00000158050",11,18,12
"ENSG00000158050",12,13,1
"ENSG00000158050",13,13,10
"ENSG00000158050",14,12,3
"ENSG00000158050",15,8,12
"ENSG00000158062",1,152,144
"ENSG00000158062",2,140,89
"ENSG00000158062",3,126,97
"ENSG00000158062",4,44,16
"ENSG00000158062",5,32,62
"ENSG00000158062",6,26,21
"ENSG00000158109",1,238,175
"ENSG00000158109",2,34,1
"ENSG00000158122",1,182,99
"ENSG00000158122",2,31,0
"ENSG00000158122",3,13,5
"ENSG00000158156",1,92,63
"ENSG00000158156",2,88,46
"ENSG00000158156",3,80,6
"ENSG00000158156",4,50,35
"ENSG00000158156",5,44,21
"ENSG00000158156",6,41,16
"ENSG00000158186",1,47,6
"ENSG00000158186",2,37,23
"ENSG00000158186",3,35,15
"ENSG00000158186",4,31,13
"ENSG00000158186",5,23,6
"ENSG00000158186",6,21,11
"ENSG00000158186",7,14,11
"ENSG00000158201",1,110,41
"ENSG00000158201",2,86,46
"ENSG00000158201",3,76,39
"ENSG00000158201",4,70,38
"ENSG00000158201",5,34,23
"ENSG00000158201",6,33,13
"ENSG00000158234",1,77,45
"ENSG00000158234",2,55,22
"ENSG00000158234",3,41,24
"ENSG00000158234",4,40,34
"ENSG00000158246",1,192,113
"ENSG00000158246",2,189,171
"ENSG00000158246",3,44,22
"ENSG00000158296",1,505,290
"ENSG00000158296",2,97,43
"ENSG00000158411",1,178,89
"ENSG00000158411",2,71,29
"ENSG00000158470",1,283,97
"ENSG00000158470",2,105,61
"ENSG00000158477",1,52,37
"ENSG00000158477",2,37,19
"ENSG00000158477",3,36,35
"ENSG00000158477",4,33,28
"ENSG00000158477",5,33,28
"ENSG00000158477",6,27,26
"ENSG00000158477",7,26,24
"ENSG00000158477",8,21,20
"ENSG00000158477",9,21,14
"ENSG00000158477",10,21,10
"ENSG00000158477",11,20,21
"ENSG00000158481",1,44,30
"ENSG00000158481",2,37,35
"ENSG00000158481",3,37,33
"ENSG00000158481",4,35,17
"ENSG00000158481",5,32,23
"ENSG00000158481",6,28,22
"ENSG00000158481",7,27,20
"ENSG00000158481",8,25,15
"ENSG00000158481",9,23,14
"ENSG00000158481",10,23,19
"ENSG00000158481",11,22,12
"ENSG00000158483",1,134,137
"ENSG00000158483",2,31,19
"ENSG00000158485",1,46,41
"ENSG00000158485",2,41,26
"ENSG00000158485",3,36,18
"ENSG00000158485",4,33,38
"ENSG00000158485",5,33,22
"ENSG00000158485",6,27,34
"ENSG00000158485",7,26,21
"ENSG00000158485",8,25,19
"ENSG00000158485",9,23,19
"ENSG00000158485",10,22,11
"ENSG00000158485",11,21,16
"ENSG00000158488",1,342,241
"ENSG00000158488",2,46,39
"ENSG00000158516",1,117,68
"ENSG00000158516",2,62,53
"ENSG00000158516",3,56,33
"ENSG00000158516",4,45,21
"ENSG00000158516",5,44,27
"ENSG00000158516",6,36,17
"ENSG00000158516",7,30,22
"ENSG00000158516",8,29,18
"ENSG00000158525",1,133,81
"ENSG00000158525",2,69,44
"ENSG00000158525",3,63,46
"ENSG00000158525",4,56,31
"ENSG00000158525",5,52,24
"ENSG00000158525",6,35,16
"ENSG00000158525",7,28,27
"ENSG00000158552",1,152,92
"ENSG00000158552",2,60,48
"ENSG00000158552",3,45,31
"ENSG00000158555",1,158,84
"ENSG00000158555",2,144,101
"ENSG00000158555",3,97,59
"ENSG00000158555",4,80,74
"ENSG00000158555",5,46,21
"ENSG00000158555",6,46,37
"ENSG00000158555",7,34,24
"ENSG00000158560",1,473,207
"ENSG00000158560",2,172,81
"ENSG00000158623",1,42,17
"ENSG00000158623",2,42,13
"ENSG00000158623",3,40,13
"ENSG00000158623",4,35,9
"ENSG00000158623",5,33,22
"ENSG00000158623",6,30,17
"ENSG00000158623",7,24,13
"ENSG00000158669",1,193,77
"ENSG00000158669",2,158,49
"ENSG00000158669",3,105,37
"ENSG00000158711",1,230,120
"ENSG00000158711",2,91,39
"ENSG00000158711",3,86,35
"ENSG00000158711",4,24,7
"ENSG00000158714",1,56,57
"ENSG00000158714",2,55,39
"ENSG00000158714",3,53,32
"ENSG00000158714",4,50,27
"ENSG00000158714",5,46,46
"ENSG00000158714",6,25,19
"ENSG00000158715",1,487,302
"ENSG00000158715",2,66,41
"ENSG00000158717",1,37,9
"ENSG00000158717",2,30,27
"ENSG00000158717",3,30,22
"ENSG00000158717",4,28,2
"ENSG00000158717",5,26,18
"ENSG00000158717",6,26,21
"ENSG00000158717",7,20,7
"ENSG00000158717",8,15,5
"ENSG00000158717",9,14,6
"ENSG00000158717",10,11,1
"ENSG00000158748",1,84,46
"ENSG00000158748",2,59,49
"ENSG00000158748",3,58,36
"ENSG00000158748",4,56,68
"ENSG00000158748",5,52,50
"ENSG00000158748",6,43,32
"ENSG00000158748",7,32,29
"ENSG00000158748",8,31,31
"ENSG00000158748",9,25,43
"ENSG00000158769",1,65,40
"ENSG00000158769",2,48,23
"ENSG00000158769",3,47,31
"ENSG00000158769",4,41,16
"ENSG00000158769",5,40,32
"ENSG00000158769",6,37,17
"ENSG00000158769",7,21,9
"ENSG00000158793",1,88,85
"ENSG00000158793",2,81,44
"ENSG00000158793",3,68,46
"ENSG00000158793",4,49,27
"ENSG00000158793",5,41,32
"ENSG00000158825",1,44,26
"ENSG00000158825",2,34,26
"ENSG00000158825",3,29,11
"ENSG00000158825",4,28,14
"ENSG00000158825",5,11,9
"ENSG00000158850",1,94,62
"ENSG00000158850",2,70,41
"ENSG00000158850",3,56,25
"ENSG00000158850",4,45,30
"ENSG00000158850",5,38,20
"ENSG00000158850",6,27,11
"ENSG00000158850",7,23,10
"ENSG00000158850",8,22,7
"ENSG00000158850",9,18,7
"ENSG00000158856",1,142,97
"ENSG00000158856",2,139,88
"ENSG00000158856",3,82,49
"ENSG00000158856",4,42,18
"ENSG00000158864",1,123,57
"ENSG00000158864",2,70,49
"ENSG00000158864",3,68,31
"ENSG00000158864",4,64,22
"ENSG00000158864",5,63,28
"ENSG00000158864",6,40,16
"ENSG00000158864",7,35,15
"ENSG00000158865",1,222,128
"ENSG00000158865",2,205,129
"ENSG00000158865",3,127,85
"ENSG00000158865",4,121,94
"ENSG00000158882",1,75,32
"ENSG00000158882",2,54,28
"ENSG00000158882",3,53,21
"ENSG00000158882",4,49,32
"ENSG00000158882",5,39,15
"ENSG00000158882",6,38,11
"ENSG00000158887",1,115,45
"ENSG00000158887",2,45,25
"ENSG00000158887",3,41,25
"ENSG00000158887",4,36,24
"ENSG00000158887",5,21,15
"ENSG00000158901",1,69,50
"ENSG00000158901",2,49,30
"ENSG00000158901",3,47,30
"ENSG00000158901",4,44,15
"ENSG00000158901",5,32,24
"ENSG00000158941",1,390,285
"ENSG00000158941",2,318,258
"ENSG00000158941",3,215,96
"ENSG00000158955",1,76,60
"ENSG00000158955",2,60,53
"ENSG00000158955",3,51,47
"ENSG00000158955",4,49,27
"ENSG00000158955",5,49,25
"ENSG00000158955",6,37,29
"ENSG00000158955",7,35,24
"ENSG00000158985",1,19,5
"ENSG00000158985",2,16,9
"ENSG00000158985",3,15,8
"ENSG00000158985",4,13,3
"ENSG00000158985",5,12,3
"ENSG00000158985",6,9,9
"ENSG00000159023",1,375,213
"ENSG00000159023",2,211,97
"ENSG00000159023",3,198,92
"ENSG00000159023",4,80,27
"ENSG00000159063",1,139,60
"ENSG00000159063",2,139,60
"ENSG00000159063",3,101,76
"ENSG00000159063",4,86,46
"ENSG00000159063",5,61,28
"ENSG00000159079",1,111,65
"ENSG00000159079",2,80,51
"ENSG00000159079",3,63,48
"ENSG00000159079",4,36,22
"ENSG00000159111",1,211,131
"ENSG00000159111",2,60,30
"ENSG00000159128",1,72,36
"ENSG00000159128",2,59,21
"ENSG00000159128",3,59,20
"ENSG00000159128",4,50,24
"ENSG00000159128",5,44,4
"ENSG00000159128",6,43,20
"ENSG00000159128",7,29,21
"ENSG00000159173",1,157,96
"ENSG00000159173",2,30,6
"ENSG00000159176",1,23,11
"ENSG00000159176",2,22,12
"ENSG00000159176",3,22,12
"ENSG00000159176",4,19,9
"ENSG00000159176",5,17,18
"ENSG00000159176",6,17,10
"ENSG00000159176",7,16,13
"ENSG00000159176",8,16,9
"ENSG00000159176",9,16,17
"ENSG00000159176",10,15,6
"ENSG00000159176",11,10,5
"ENSG00000159189",1,62,56
"ENSG00000159189",2,45,25
"ENSG00000159189",3,39,17
"ENSG00000159189",4,38,20
"ENSG00000159189",5,37,30
"ENSG00000159189",6,24,20
"ENSG00000159199",1,72,29
"ENSG00000159199",2,64,23
"ENSG00000159200",1,200,84
"ENSG00000159200",2,52,8
"ENSG00000159210",1,81,35
"ENSG00000159210",2,47,26
"ENSG00000159210",3,43,34
"ENSG00000159210",4,38,21
"ENSG00000159210",5,28,17
"ENSG00000159210",6,21,20
"ENSG00000159228",1,243,188
"ENSG00000159228",2,34,21
"ENSG00000159231",1,242,159
"ENSG00000159231",2,35,22
"ENSG00000159248",1,110,37
"ENSG00000159248",2,107,30
"ENSG00000159248",3,74,44
"ENSG00000159248",4,30,14
"ENSG00000159251",1,62,14
"ENSG00000159251",2,47,12
"ENSG00000159251",3,47,10
"ENSG00000159251",4,43,8
"ENSG00000159251",5,38,3
"ENSG00000159251",6,38,7
"ENSG00000159251",7,35,10
"ENSG00000159251",8,35,12
"ENSG00000159251",9,32,13
"ENSG00000159261",1,190,163
"ENSG00000159261",2,49,49
"ENSG00000159267",1,181,129
"ENSG00000159267",2,165,111
"ENSG00000159267",3,164,110
"ENSG00000159267",4,155,90
"ENSG00000159267",5,61,47
"ENSG00000159339",1,107,87
"ENSG00000159339",2,81,58
"ENSG00000159339",3,57,38
"ENSG00000159339",4,56,33
"ENSG00000159339",5,53,32
"ENSG00000159339",6,52,54
"ENSG00000159339",7,46,29
"ENSG00000159339",8,45,40
"ENSG00000159339",9,36,19
"ENSG00000159339",10,34,28
"ENSG00000159339",11,33,24
"ENSG00000159339",12,32,36
"ENSG00000159339",13,31,20
"ENSG00000159346",1,302,90
"ENSG00000159346",2,73,29
"ENSG00000159348",1,257,190
"ENSG00000159348",2,48,45
"ENSG00000159352",1,201,84
"ENSG00000159352",2,114,40
"ENSG00000159352",3,65,22
"ENSG00000159377",1,47,26
"ENSG00000159377",2,41,48
"ENSG00000159377",3,41,17
"ENSG00000159377",4,37,23
"ENSG00000159377",5,35,16
"ENSG00000159377",6,34,18
"ENSG00000159377",7,17,9
"ENSG00000159377",8,12,3
"ENSG00000159388",1,117,48
"ENSG00000159388",2,41,38
"ENSG00000159398",1,304,226
"ENSG00000159398",2,88,92
"ENSG00000159398",3,78,66
"ENSG00000159398",4,57,54
"ENSG00000159398",5,55,5
"ENSG00000159398",6,22,23
"ENSG00000159403",1,232,110
"ENSG00000159403",2,212,108
"ENSG00000159403",3,209,106
"ENSG00000159409",1,101,46
"ENSG00000159409",2,96,20
"ENSG00000159409",3,68,14
"ENSG00000159409",4,62,34
"ENSG00000159409",5,58,26
"ENSG00000159409",6,50,20
"ENSG00000159409",7,31,8
"ENSG00000159423",1,67,66
"ENSG00000159423",2,60,28
"ENSG00000159423",3,48,45
"ENSG00000159423",4,39,39
"ENSG00000159423",5,36,34
"ENSG00000159423",6,35,16
"ENSG00000159423",7,35,37
"ENSG00000159423",8,32,30
"ENSG00000159423",9,31,29
"ENSG00000159423",10,24,22
"ENSG00000159423",11,24,14
"ENSG00000159423",12,23,18
"ENSG00000159423",13,22,10
"ENSG00000159423",14,21,12
"ENSG00000159423",15,19,15
"ENSG00000159423",16,17,7
"ENSG00000159423",17,16,9
"ENSG00000159423",18,14,3
"ENSG00000159556",1,80,48
"ENSG00000159556",2,74,40
"ENSG00000159556",3,61,34
"ENSG00000159556",4,50,17
"ENSG00000159556",5,40,49
"ENSG00000159556",6,30,18
"ENSG00000159556",7,24,14
"ENSG00000159674",1,100,131
"ENSG00000159674",2,76,58
"ENSG00000159674",3,40,8
"ENSG00000159674",4,34,32
"ENSG00000159674",5,33,32
"ENSG00000159674",6,24,15
"ENSG00000159674",7,24,24
"ENSG00000159692",1,330,143
"ENSG00000159692",2,110,57
"ENSG00000159713",1,78,40
"ENSG00000159713",2,43,22
"ENSG00000159713",3,30,30
"ENSG00000159713",4,25,15
"ENSG00000159720",1,332,123
"ENSG00000159720",2,60,30
"ENSG00000159763",1,53,37
"ENSG00000159763",2,29,22
"ENSG00000159763",3,27,16
"ENSG00000159763",4,15,18
"ENSG00000159763",5,12,19
"ENSG00000159763",6,10,6
"ENSG00000159792",1,374,193
"ENSG00000159792",2,50,34
"ENSG00000159871",1,58,28
"ENSG00000159871",2,54,36
"ENSG00000159871",3,49,34
"ENSG00000159871",4,48,43
"ENSG00000159871",5,21,18
"ENSG00000159871",6,21,8
"ENSG00000159961",1,282,67
"ENSG00000159961",2,39,1
"ENSG00000160013",1,64,40
"ENSG00000160013",2,57,30
"ENSG00000160013",3,46,49
"ENSG00000160013",4,44,29
"ENSG00000160013",5,41,36
"ENSG00000160013",6,33,28
"ENSG00000160013",7,33,35
"ENSG00000160013",8,20,16
"ENSG00000160013",9,19,9
"ENSG00000160013",10,17,18
"ENSG00000160013",11,12,3
"ENSG00000160014",1,84,17
"ENSG00000160014",2,33,8
"ENSG00000160014",3,32,15
"ENSG00000160055",1,148,103
"ENSG00000160055",2,32,13
"ENSG00000160075",1,45,18
"ENSG00000160075",2,33,13
"ENSG00000160075",3,29,7
"ENSG00000160075",4,21,9
"ENSG00000160075",5,20,3
"ENSG00000160075",6,17,8
"ENSG00000160075",7,16,5
"ENSG00000160075",8,13,2
"ENSG00000160087",1,103,51
"ENSG00000160087",2,51,34
"ENSG00000160087",3,43,12
"ENSG00000160087",4,42,12
"ENSG00000160087",5,36,20
"ENSG00000160097",1,53,26
"ENSG00000160097",2,42,6
"ENSG00000160097",3,35,23
"ENSG00000160097",4,34,0
"ENSG00000160097",5,28,17
"ENSG00000160097",6,20,14
"ENSG00000160113",1,231,74
"ENSG00000160113",2,173,39
"ENSG00000160117",1,169,144
"ENSG00000160117",2,161,88
"ENSG00000160117",3,92,84
"ENSG00000160117",4,81,33
"ENSG00000160117",5,68,14
"ENSG00000160117",6,44,39
"ENSG00000160124",1,60,36
"ENSG00000160124",2,48,20
"ENSG00000160124",3,36,14
"ENSG00000160181",1,71,56
"ENSG00000160181",2,34,17
"ENSG00000160181",3,24,11
"ENSG00000160185",1,298,236
"ENSG00000160185",2,189,151
"ENSG00000160185",3,142,120
"ENSG00000160185",4,32,16
"ENSG00000160188",1,129,93
"ENSG00000160188",2,92,78
"ENSG00000160188",3,68,62
"ENSG00000160188",4,20,27
"ENSG00000160190",1,490,310
"ENSG00000160190",2,43,44
"ENSG00000160193",1,98,72
"ENSG00000160193",2,68,42
"ENSG00000160193",3,41,31
"ENSG00000160193",4,41,70
"ENSG00000160193",5,40,35
"ENSG00000160193",6,39,25
"ENSG00000160193",7,33,42
"ENSG00000160193",8,21,26
"ENSG00000160193",9,18,29
"ENSG00000160193",10,13,19
"ENSG00000160200",1,215,160
"ENSG00000160200",2,163,95
"ENSG00000160200",3,83,75
"ENSG00000160200",4,64,50
"ENSG00000160200",5,40,27
"ENSG00000160201",1,92,23
"ENSG00000160201",2,80,13
"ENSG00000160201",3,68,63
"ENSG00000160202",1,45,35
"ENSG00000160202",2,26,23
"ENSG00000160202",3,24,20
"ENSG00000160202",4,22,19
"ENSG00000160202",5,18,30
"ENSG00000160202",6,16,5
"ENSG00000160202",7,12,8
"ENSG00000160202",8,10,12
"ENSG00000160209",1,58,18
"ENSG00000160209",2,53,32
"ENSG00000160209",3,48,21
"ENSG00000160209",4,47,34
"ENSG00000160209",5,26,18
"ENSG00000160209",6,24,13
"ENSG00000160209",7,22,16
"ENSG00000160209",8,19,8
"ENSG00000160209",9,15,12
"ENSG00000160213",1,65,41
"ENSG00000160213",2,17,5
"ENSG00000160213",3,16,12
"ENSG00000160216",1,89,51
"ENSG00000160216",2,78,35
"ENSG00000160216",3,73,36
"ENSG00000160216",4,55,15
"ENSG00000160216",5,54,28
"ENSG00000160216",6,27,11
"ENSG00000160221",1,48,33
"ENSG00000160221",2,45,41
"ENSG00000160221",3,39,44
"ENSG00000160221",4,34,35
"ENSG00000160221",5,30,26
"ENSG00000160221",6,26,18
"ENSG00000160221",7,20,21
"ENSG00000160221",8,18,13
"ENSG00000160221",9,8,12
"ENSG00000160233",1,43,43
"ENSG00000160233",2,32,33
"ENSG00000160233",3,28,24
"ENSG00000160233",4,27,18
"ENSG00000160233",5,25,16
"ENSG00000160233",6,23,17
"ENSG00000160233",7,22,26
"ENSG00000160233",8,19,15
"ENSG00000160233",9,19,17
"ENSG00000160233",10,19,23
"ENSG00000160255",1,108,80
"ENSG00000160255",2,98,118
"ENSG00000160255",3,92,66
"ENSG00000160255",4,90,62
"ENSG00000160255",5,89,77
"ENSG00000160255",6,68,54
"ENSG00000160255",7,61,51
"ENSG00000160255",8,48,23
"ENSG00000160255",9,40,39
"ENSG00000160255",10,38,31
"ENSG00000160255",11,37,25
"ENSG00000160282",1,533,467
"ENSG00000160282",2,39,59
"ENSG00000160285",1,110,87
"ENSG00000160285",2,88,64
"ENSG00000160285",3,82,66
"ENSG00000160285",4,78,52
"ENSG00000160285",5,63,30
"ENSG00000160285",6,61,26
"ENSG00000160285",7,45,43
"ENSG00000160285",8,44,25
"ENSG00000160285",9,43,21
"ENSG00000160285",10,43,27
"ENSG00000160285",11,41,25
"ENSG00000160285",12,34,19
"ENSG00000160293",1,271,181
"ENSG00000160293",2,196,135
"ENSG00000160293",3,193,113
"ENSG00000160293",4,133,62
"ENSG00000160293",5,85,92
"ENSG00000160310",1,342,187
"ENSG00000160310",2,91,54
"ENSG00000160318",1,54,35
"ENSG00000160318",2,35,26
"ENSG00000160318",3,26,32
"ENSG00000160318",4,21,14
"ENSG00000160318",5,16,7
"ENSG00000160318",6,15,15
"ENSG00000160326",1,455,346
"ENSG00000160326",2,52,31
"ENSG00000160339",1,91,83
"ENSG00000160339",2,57,43
"ENSG00000160339",3,53,37
"ENSG00000160339",4,43,29
"ENSG00000160339",5,41,34
"ENSG00000160339",6,28,43
"ENSG00000160349",1,76,34
"ENSG00000160349",2,44,41
"ENSG00000160349",3,35,41
"ENSG00000160349",4,21,14
"ENSG00000160404",1,126,92
"ENSG00000160404",2,76,73
"ENSG00000160404",3,71,18
"ENSG00000160404",4,48,42
"ENSG00000160439",1,289,329
"ENSG00000160439",2,42,26
"ENSG00000160471",1,44,31
"ENSG00000160471",2,23,16
"ENSG00000160471",3,21,10
"ENSG00000160539",1,216,171
"ENSG00000160539",2,55,54
"ENSG00000160588",1,162,98
"ENSG00000160588",2,37,42
"ENSG00000160588",3,36,33
"ENSG00000160593",1,139,88
"ENSG00000160593",2,72,41
"ENSG00000160593",3,54,37
"ENSG00000160593",4,48,30
"ENSG00000160593",5,36,18
"ENSG00000160593",6,24,8
"ENSG00000160593",7,21,18
"ENSG00000160606",1,40,24
"ENSG00000160606",2,38,21
"ENSG00000160606",3,38,27
"ENSG00000160606",4,34,18
"ENSG00000160606",5,34,31
"ENSG00000160606",6,33,13
"ENSG00000160606",7,30,32
"ENSG00000160654",1,60,28
"ENSG00000160654",2,52,15
"ENSG00000160654",3,38,20
"ENSG00000160654",4,32,26
"ENSG00000160678",1,76,53
"ENSG00000160678",2,44,22
"ENSG00000160678",3,27,4
"ENSG00000160683",1,90,42
"ENSG00000160683",2,66,30
"ENSG00000160683",3,59,38
"ENSG00000160683",4,44,31
"ENSG00000160683",5,40,29
"ENSG00000160683",6,34,29
"ENSG00000160683",7,23,15
"ENSG00000160683",8,16,5
"ENSG00000160712",1,77,46
"ENSG00000160712",2,70,51
"ENSG00000160712",3,50,20
"ENSG00000160712",4,46,28
"ENSG00000160712",5,46,32
"ENSG00000160712",6,45,46
"ENSG00000160712",7,44,31
"ENSG00000160712",8,43,40
"ENSG00000160712",9,27,2
"ENSG00000160712",10,20,12
"ENSG00000160716",1,142,59
"ENSG00000160716",2,123,59
"ENSG00000160716",3,71,45
"ENSG00000160716",4,68,29
"ENSG00000160716",5,64,12
"ENSG00000160716",6,34,25
"ENSG00000160752",1,98,39
"ENSG00000160752",2,80,31
"ENSG00000160752",3,69,40
"ENSG00000160752",4,68,33
"ENSG00000160752",5,60,35
"ENSG00000160752",6,44,19
"ENSG00000160785",1,86,26
"ENSG00000160785",2,55,16
"ENSG00000160785",3,49,22
"ENSG00000160785",4,39,14
"ENSG00000160785",5,35,16
"ENSG00000160785",6,31,17
"ENSG00000160785",7,19,9
"ENSG00000160789",1,402,165
"ENSG00000160789",2,152,72
"ENSG00000160789",3,110,82
"ENSG00000160791",1,317,260
"ENSG00000160791",2,35,39
"ENSG00000160799",1,106,72
"ENSG00000160799",2,56,33
"ENSG00000160799",3,17,13
"ENSG00000160803",1,131,35
"ENSG00000160803",2,96,42
"ENSG00000160803",3,65,27
"ENSG00000160803",4,52,23
"ENSG00000160803",5,41,11
"ENSG00000160803",6,39,29
"ENSG00000160803",7,38,17
"ENSG00000160803",8,34,10
"ENSG00000160803",9,32,16
"ENSG00000160803",10,31,7
"ENSG00000160803",11,21,3
"ENSG00000160803",12,21,6
"ENSG00000160808",1,83,42
"ENSG00000160808",2,45,29
"ENSG00000160808",3,40,38
"ENSG00000160808",4,27,10
"ENSG00000160844",1,74,46
"ENSG00000160844",2,53,34
"ENSG00000160844",3,36,24
"ENSG00000160868",1,131,84
"ENSG00000160868",2,59,18
"ENSG00000160868",3,56,29
"ENSG00000160868",4,53,34
"ENSG00000160868",5,39,30
"ENSG00000160868",6,38,20
"ENSG00000160868",7,37,21
"ENSG00000160868",8,32,16
"ENSG00000160868",9,23,16
"ENSG00000160868",10,22,13
"ENSG00000160868",11,13,12
"ENSG00000160870",1,273,180
"ENSG00000160870",2,63,35
"ENSG00000160870",3,48,14
"ENSG00000160870",4,36,20
"ENSG00000160870",5,34,10
"ENSG00000160870",6,28,15
"ENSG00000160870",7,21,18
"ENSG00000160917",1,74,36
"ENSG00000160917",2,49,12
"ENSG00000160917",3,49,18
"ENSG00000160917",4,48,25
"ENSG00000160917",5,30,10
"ENSG00000160917",6,19,5
"ENSG00000160948",1,128,81
"ENSG00000160948",2,71,43
"ENSG00000160948",3,34,53
"ENSG00000160951",1,364,113
"ENSG00000160951",2,38,8
"ENSG00000160991",1,92,60
"ENSG00000160991",2,36,11
"ENSG00000160991",3,33,17
"ENSG00000160991",4,32,14
"ENSG00000160991",5,24,13
"ENSG00000160991",6,22,18
"ENSG00000160991",7,15,10
"ENSG00000160993",1,47,47
"ENSG00000160993",2,47,40
"ENSG00000160993",3,40,24
"ENSG00000160993",4,39,34
"ENSG00000160993",5,36,18
"ENSG00000160993",6,35,32
"ENSG00000160993",7,35,20
"ENSG00000160993",8,23,24
"ENSG00000161011",1,230,204
"ENSG00000161011",2,113,86
"ENSG00000161011",3,97,90
"ENSG00000161016",1,90,68
"ENSG00000161016",2,56,40
"ENSG00000161016",3,39,28
"ENSG00000161016",4,39,12
"ENSG00000161016",5,23,9
"ENSG00000161016",6,10,3
"ENSG00000161040",1,237,139
"ENSG00000161040",2,233,125
"ENSG00000161040",3,205,108
"ENSG00000161040",4,60,30
"ENSG00000161048",1,109,35
"ENSG00000161048",2,104,45
"ENSG00000161048",3,89,31
"ENSG00000161048",4,69,57
"ENSG00000161048",5,67,32
"ENSG00000161048",6,28,17
"ENSG00000161082",1,92,28
"ENSG00000161082",2,60,33
"ENSG00000161082",3,50,18
"ENSG00000161082",4,39,16
"ENSG00000161082",5,38,13
"ENSG00000161082",6,32,28
"ENSG00000161082",7,28,13
"ENSG00000161082",8,27,9
"ENSG00000161082",9,26,11
"ENSG00000161082",10,24,4
"ENSG00000161082",11,21,8
"ENSG00000161082",12,18,19
"ENSG00000161082",13,18,1
"ENSG00000161082",14,12,11
"ENSG00000161091",1,469,575
"ENSG00000161091",2,69,88
"ENSG00000161179",1,64,51
"ENSG00000161179",2,51,13
"ENSG00000161179",3,42,5
"ENSG00000161179",4,40,17
"ENSG00000161179",5,40,29
"ENSG00000161179",6,38,3
"ENSG00000161179",7,34,17
"ENSG00000161179",8,14,10
"ENSG00000161203",1,68,15
"ENSG00000161203",2,56,12
"ENSG00000161203",3,53,7
"ENSG00000161203",4,53,11
"ENSG00000161203",5,49,7
"ENSG00000161203",6,48,12
"ENSG00000161203",7,48,10
"ENSG00000161203",8,45,6
"ENSG00000161203",9,40,9
"ENSG00000161217",1,171,124
"ENSG00000161217",2,113,33
"ENSG00000161217",3,34,44
"ENSG00000161217",4,30,25
"ENSG00000161217",5,20,13
"ENSG00000161217",6,12,7
"ENSG00000161265",1,128,99
"ENSG00000161265",2,61,42
"ENSG00000161265",3,31,29
"ENSG00000161267",1,194,157
"ENSG00000161267",2,102,81
"ENSG00000161267",3,47,25
"ENSG00000161281",1,33,14
"ENSG00000161281",2,23,18
"ENSG00000161281",3,23,9
"ENSG00000161326",1,143,55
"ENSG00000161326",2,30,19
"ENSG00000161326",3,25,12
"ENSG00000161381",1,185,108
"ENSG00000161381",2,145,71
"ENSG00000161381",3,86,69
"ENSG00000161381",4,84,49
"ENSG00000161395",1,70,60
"ENSG00000161395",2,57,34
"ENSG00000161395",3,55,23
"ENSG00000161395",4,54,26
"ENSG00000161395",5,49,18
"ENSG00000161395",6,35,20
"ENSG00000161513",1,162,80
"ENSG00000161513",2,90,79
"ENSG00000161513",3,78,53
"ENSG00000161513",4,58,41
"ENSG00000161513",5,52,39
"ENSG00000161513",6,50,22
"ENSG00000161513",7,44,28
"ENSG00000161542",1,59,20
"ENSG00000161542",2,44,22
"ENSG00000161542",3,37,29
"ENSG00000161542",4,36,13
